BioID;FirstName;LastName;BirthDate;BirthCity;BirthCountry
dinneha01;Harry;Dinnel;0000-00-00;Torrance;USA
diopde01;Desagana;Diop;1/30/1983;Dakar;SEN
diutefr01;Fred;Diute;6/9/1929;;
douglch01;Chris;Douglas-Roberts;1/8/1987;Detroit;USA
douglto01;Toney;Douglas;3/16/1986;Jonesboro;USA
dragigo01;Goran;Dragic;5/6/1986;Ljubljana;YUG
dudleja01;Jared;Dudley;7/10/1985;San Diego;USA
dumasri01;Richard;Dumas;0000-00-00;;
duranke01;Kevin;Durant;9/29/1988;Washington;USA
ellinwa01;Wayne;Ellington;10/29/1987;Wynnewood;USA
esposvi01;Vincenzo;Esposito;3/1/1969;Caserta;ITA
evansty01;Tyreke;Evans;9/19/1989;Chester;USA
feigege01;George;Feigenbaum;7/2/1928;;
fesenky01;Kyrylo;Fesenko;12/24/1986;Dnepropetrovsk;UKR
flynnjo01;Jonny;Flynn;2/6/1989;Niagara Falls;USA
fordja01;Jake;Ford;4/29/1945;;
fortejo01;Joseph;Forte;3/23/1981;Atlanta;USA
foyera01;Randy;Foye;9/9/1983;Newark;USA
gaineel01;Elmer;Gainer;0000-00-00;;
gainesu01;Sundiata;Gaines;8/18/1986;Jamaica;USA
gardnth01;Thomas;Gardner;2/8/1985;Portland;USA
geeal01;Alonzo;Gee;5/29/1987;Riviera Beach;USA
gibsota01;Taj;Gibson;6/24/1985;Brooklyn;USA
gildetr01;Trey;Gilder;1/24/1985;Dallas;USA
gillege01;Gene;Gillette;0000-00-00;;
givenjo01;John;Givens;5/12/1926;McHenry;USA
gordoer01;Eric;Gordon;12/25/1988;Indianapolis;USA
gortama01;Marcin;Gortat;2/17/1984;Lodz;POL
grayaa01;Aaron;Gray;12/7/1984;Tarzana;USA
grayde01;Devin;Gray;3/31/1972;Baltimore;USA
greendo01;Donte;Greene;2/21/1988;Munich;GER
greenta01;Taurean;Green;11/28/1986;Boca Raton;USA
griffbl01;Blake;Griffin;3/16/1989;Oklahoma City;USA
griffta01;Taylor;Griffin;4/18/1986;Oklahoma City;USA
haddaha01;Hamed;Haddadi;5/19/1985;Ahvaz;IRI
hairsma01;Malik;Hairston;2/23/1987;Detroit;USA
hamilst01;Steve;Hamilton;11/30/1934;Columbia;USA
hansela01;Lars;Hansen;9/27/1954;Copenhagen;DEN
hardeja01;James;Harden;8/26/1989;Los Angeles;USA
hardyda01;Darrell;Hardy;0000-00-00;;
harrejo01;Josh;Harrellson;12/12/1989;St. Charles;USA
harribi01;Billy;Harris;11/21/1951;Chicago;USA
hawessp01;Spencer;Hawes;4/28/1988;Seattle;USA
hazenjo01;John;Hazen;3/2/1927;;
hendege02;Jerome;Henderson;12/9/1987;Caldwell;USA
hibbero01;Roy;Hibbert;12/11/1986;Queens;USA
hillge01;George;Hill;5/4/1986;Indianapolis;USA
hilljo01;Jordan;Hill;7/27/1987;Atlanta;USA
hillst01;Steven;Hill;11/14/1985;Chanute;USA
hinriki01;Kirk;Hinrich;1/2/1981;Sioux City;USA
holidjr01;Jrue;Holiday;6/12/1990;Chatsworth;USA
hoskewi01;Wilmer;Hosket;2/19/1911;(ht) Dayton;USA
hudsole01;Lester;Hudson;8/7/1984;Memphis;USA
huntech01;Chris;Hunter;7/7/1984;Gary;USA
ilicmi01;Mile;Ilic;6/2/1984;Tuzla;BOS
jacksce01;Cedric;Jackson;3/5/1986;Alamagordo;USA
jacksda01;Darnell;Jackson;11/7/1985;Oklahoma City;USA
jacksma02;Marc;Jackson;1/6/1975;Philadelphia;USA
jamesti01;Tim;James;12/25/1976;Miami;USA
jeffedo01;Dontell;Jefferson;12/15/1983;Lithonia;USA
jeffeot01;Othyus;Jeffers;8/5/1985;Chicago;USA
jennibr01;Brandon;Jennings;9/23/1989;Compton;USA
jetereu01;Eugene;Jeter;12/2/1983;Los Angeles;USA
johnssp01;Charles;Johnson;0000-00-00;;
johnsgu01;Gus;Johnson;12/13/1935;Akron;USA
johnsha01;Harold;Johnson;1/30/1920;;
johnsha03;Harold;Johnson;0000-00-00;;
johnsja01;James;Johnson;2/20/1987;Cheyenne;USA
joneswi03;Willie;Jones;0000-00-00;;
karlco01;Coby;Karl;3/6/1983;Mequon;USA
lafayol01;Oliver;Lafayette;5/6/1984;Baton Rouge;USA
landrca01;Carl ;Landry;9/19/1983;Milwaukee;USA
landrma01;Marcus;Landry;11/1/1985;Milwaukee;USA
lawac01;Acie;Law;1/25/1985;Dallas;USA
leeco01;Courtney;Lee;10/3/1985;Indianapolis;USA
lopezbr01;Brook;Lopez;4/1/1988;North Hollywood;USA
lopezro01;Robin;Lopez;4/1/1988;North Hollywood;USA
loveke01;Kevin;Love;9/7/1988;Santa Monica;USA
macklve01;Vernon;Macklin;9/25/1986;Portsmouth;USA
macksh01;Shelvin;Mack;4/22/1990;Lexington;USA
mahinia01;Ian;Mahinmi;11/5/1986;Rouen;FRA
martica01;Cartier;Martin;11/20/1984;Crockett;USA
matthwe02;Wesley;Matthews;10/14/1986;San Antonio;USA
maughar01;Ariel;Maughan;4/26/1923;Salt Lake City;USA
maynoer01;Eric;Maynor;6/11/1987;Raeford;USA
mcgeeja01;JaVale;McGee;1/19/1988;Flint;USA
mcguido01;Dominic;McGuire;10/20/1985;San Diego;USA
mcphepa01;Paul;McPherson;7/3/1978;Chicago;USA
meeksjo01;Jodie;Meeks;8/21/1987;Norcross;USA
menyade01;Dewitt;Menyard;5/24/1944;Columbus;USA
millspa02;Patrick;Mills;8/11/1988;Canberra;AUS
mingya01;Yao;Ming;9/12/1980;Shanghai;CHN
moonja01;Jamario;Moon;6/13/1980;Goodwater;USA
mooree_01;E'Twaun;Moore;2/25/1989;East Chicago;USA
morroan01;Anthony;Morrow;9/27/1985;Charlotte;USA
nachbbo01;Bostjan;Nachbar;7/3/1980;Slovenj Gradec;SLV
ndongbo01;Boniface;N'Dong;9/3/1977;Mbour;SEN
nelsode01;DeMarcus;Nelson;11/2/1985;Oakland;USA
nichode01;Demetris;Nichols;9/4/1984;Boston;USA
noahjo01;Joakim;Noah;2/25/1985;New York;USA
noelpa01;Paul;Noel;8/17/1924;Midway;USA
oneilmi01;Mike;O'Neill;0000-00-00;;
palmeer01;Errol;Palmer;0000-00-00;;
pargoje01;Jeremy;Pargo;3/17/1986;Chicago;USA
pastuge01;George;Pastushok;7/13/1922;;
pecheol01;Oleksiy;Pecherov;12/8/1985;Donestk;UKR
pendeje02;Jeff;Pendergraph;4/29/1987;Etiwanda;USA
perovko01;Kosta;Perovic;2/19/1985;Osijek;CRO
pilchjo01;John;Pilch;8/11/1925;Sheridan;USA
pinknke01;Kevinn;Pinkney;12/12/1979;Colton;USA
poweljo01;Josh;Powell;12/5/1983;Charleston;USA
powelka01;Kasib;Powell;3/18/1981;Teaneck;USA
powelro01;Roger;Powell;6/26/1984;Joliet;USA
pughro01;Roy;Pugh;10/16/1922;Jacksonville;USA
randoan01;Anthony;Randolph;7/15/1989;Wuerzburg;GER
reaco01;Connie;Rea;1/27/1931;;
richach01;Chris;Richard;12/25/1984;Lakeland;USA
richaje01;Jeremy;Richardson;2/11/1983;Allentown;USA
robined01;Eddie;Robinson;4/19/1976;Flint;USA
rosede01;Derrick;Rose;10/4/1988;Chicago;USA
russewa02;Walker;Russell;10/6/1982;Pontiac;USA
sallejo01;John;Salley;6/16/1964;Brooklyn;USA
sampsja01;Jamal;Sampson;5/5/1983;Inglewood;USA
sessira01;Ramon;Sessions;4/11/1986;Myrtle Beach;USA
sharpwa01;Walter;Sharpe;7/18/1986;Huntsville;USA
shumpim01;Iman;Shumpert;6/12/1990;Oak Park;USA
simsbo02;Bob;Sims;0000-00-00;;
simsco01;Courtney;Sims;10/21/1983;Roslindale;USA
singlse01;Sean;Singletary;9/6/1985;Philadelphia;USA
smithja01;Jabari;Smith;2/12/1977;Atlanta;USA
smithja02;Jason;Smith;3/2/1986;Greeley;USA
smithpe01;Pete;Smith;0000-00-00;;
smithwi03;William;Smith;4/22/1911;Montgomery;USA
spanova01;Vassilis;Spanoulis;7/8/1982;Larissa;GRE
speigma01;Marreese;Speights;8/4/1987;St. Petersburg;USA
stollra01;Randy;Stoll;0000-00-00;Seattle;USA
stuckro01;Rodney;Stuckey;4/21/1986;Seattle;USA
summeda01;DaJuan;Summers;1/24/1988;Baltimore;USA
swainbe01;Bennie;Swain;12/16/1930;Talladega;USA
tayloje02;Jermaine;Taylor;12/8/1986;Tavares;USA
templga01;Garrett;Temple;5/8/1986;Baton Rouge;USA
thabeha01;Hasheem;Thabeet;2/16/1987;Dar es Salaam;TAN
thomawi01;Willis;Thomas;0000-00-00;;
thompja02;Jason;Thompson;7/21/1986;Camden;USA
thornal01;Al;Thornton;12/7/1983;Perry;USA
thornma01;Marcus;Thornton;6/5/1987;Baton Rouge;USA
toddro01;Rolland;Todd;4/26/1934;Porterville;USA
tollian01;Anthony;Tolliver;6/1/1985;Springfield;USA
tuckeal02;Alando;Tucker;2/11/1984;Lockport;USA
turnega01;Gary;Turner;0000-00-00;;
vardara01;Ratko;Varda;6/5/1979;Bosanka Gradiska;BOS
varejan01;Anderson;Varejao;11/28/1982;Santa Teresa;BRA
vromaja01;Jackson;Vroman;1/6/1981;Laguna;USA
walkeho01;Horace;Walker;4/7/1937;Chester;USA
walthis01;Isaac;Walthour;0000-00-00;;
warbipe01;Perry;Warbington;9/5/1952;Atlanta;USA
watkida01;Darryl;Watkins;11/8/1984;Paterson;USA
weaveky01;Kyle;Weaver;2/18/1986;Janesville;USA
westbde01;Dexter;Westbrook;0000-00-00;;
westbru01;Russell;Westbrook;11/12/1988;Long Beach;USA
westma02;Mario;West;6/19/1984;Huntsville;USA
willide01;Deron;Williams;7/26/1984;Parkersburg;USA
willija04;Jawad;Williams;2/19/1983;Cleveland;USA
willima04;Marcus;Williams;11/18/1986;Seattle;USA
willire02;Reggie;Williams;9/14/1986;Prince George;USA
willise01;Sean;Williams;9/13/1986;Houston;USA
willite01;Terrence;Williams;6/28/1987;Seattle;USA
wilsoge02;George;Wilson;2/3/1914;Chicago;USA
wrighbr03;Brandan;Wright;10/5/1987;Nashville;USA
wrighju01;Julian;Wright;5/20/1987;Chicago;USA
youngth01;Thaddeus;Young;6/21/1988;New Orleans;USA
yuesu01;Sun;Yue;11/6/1985;Cangzhou, Hebei;CHN
zimmede01;Derrick;Zimmerman;2/2/1981;Monroe;USA
ahearbl01;Daniel;Ahearn;5/27/1984;St. Louis;USA
arroyca01;Carlos;Arroyo Bermudez;7/30/1979;Rio Piedras;PUR
artesro01;Metta;World Peace;11/13/1979;Queensbridge;USA
aubucch01;Chester;Aubuchon;5/18/1916;Gary;USA
augusdj01;Darrell;Augustin;11/10/1987;New Orleans;USA
ayongu01;Gustavo;Ayon Aguirre;4/1/1985;Tepoic, Nayarit;MEX
bareajo01;Jose;Barea Mora;6/26/1984;Mayaguez;PUR
batises01;Esteban;Batista Hernandez;9/2/1983;Montevideo;URU
bielkdo01;Donald;Bielke;0000-00-00;;
borrela01;Lazaro;Borrell Hernandez;9/20/1972;Havana;CUB
bradlbi02;William;Bradley;6/16/1941;;
brannbo01;Robert;Brannum;5/28/1926;Winfield;USA
brockjo01;Jonathan;Brockman;3/20/1987;Snohomish;USA
brownbo02;Robert;Brown;9/24/1984;Los Angeles;USA
byrdwa01;Walter;Byrd;0000-00-00;;
caldejo01;Jose;Calderon Borrallo;9/28/1981;Villanueva de La Serena;ESP
callori01;Richard;Calloway;10/12/1966;Cincinnati;USA
carlsdo01;Donald;Carlson;3/22/1919;;USA
chalmma01;Almario;Chalmers;5/19/1986;Anchorage;USA
chrisca01;Calvin;Christensen;6/6/1927;Toledo;USA
conlemi01;Michael;Conley;10/11/1987;Indianapolis;USA
cookno01;Norman;Cook;3/2/1955;Chicago;USA
corleke01;Kenneth;Corley;0000-00-00;;
corlera01;Raymond;Corley;1/14/1928;;
crawffr01;Frederick;Crawford;12/23/1940;New York;USA
crawfjo01;Joseph;Crawford;6/17/1986;Detroit;USA
curryst01;Wardell;Curry;3/14/1988;Akron;USA
diawbo01;Boris;Diaw-Riffiod;4/16/1982;Cormeille-en-Parisis;FRA
diazgu01;Guillermo;Diaz Gonzalez;3/4/1985;San Juan;PUR
dilladu01;Dwaine;Dillard;3/9/1949;;
dorsejo01;Richard;Dorsey;12/16/1983;Baltimore;USA
earlype01;Penny;Early (Hill);5/30/1943;Chicago;USA
eskrija01;John;Eskridge;0000-00-00;Kansas City;USA
eyengch01;Christian;Eyenga Moenge;6/22/1989;Kinshasa;COD
ezersjo01;John;Ezersky;0000-00-00;New York;USA
farieke01;Kenneth;Faried Lewis;11/19/1989;Newark;USA
fazekni01;Nicholas;Fazekas;6/7/1985;Denver;USA
fernaru01;Rudolfo;Fernandez Farres;4/4/1985;Palma de Mallorca;ESP
finnda01;Daniel;Finn;5/29/1928;Brooklyn;USA
garbajo01;Jorge;Garbajosa Chaparro;12/19/1977;Madrid;ESP
garnech01;Christopher;Garner;2/23/1975;Memphis;USA
gasolma01;Marc;Gasol Saez;1/29/1985;Barcelona;ESP
gasolpa01;Pau;Gasol Saez;7/6/1980;Barcelona;ESP
giddejr01;Justin;Giddens;2/13/1985;Oklahoma City;USA
gillihe01;Herman;Gilliam;4/5/1947;Winston-Salem;USA
ginobem01;Emanuel;Ginobili;7/28/1977;Bahia Blanca;ARG
greenda02;Daniel;Green;6/22/1987;North Babylon;USA
greenje02;Jeffrey;Green;8/28/1986;Cheverly;USA
hansbty01;Andrew;Hansbrough;11/3/1985;Poplar Bluff;USA
harrimi01;Michael;Harris;6/15/1983;Hillsboro;USA
herrmwa01;Walter;Herrmann Heinrich;6/26/1979;Venado Tuerto;ARG
hicksjj01;James;Hickson;9/4/1988;Atlanta;USA
hilarne01;;Nene;9/13/1982;Sao Carlos;BRA
holcodo01;Douglas;Holcomb;2/9/1921;Milwaukee;USA
horfoal01;Alfred;Horford Reynoso;6/3/1986;Puerto Plata;DOM
hunteot01;Tegba;Hunter;5/28/1986;Winston-Salem;USA
ibakase01;Sergeballu;Ibaka;9/18/1989;Brazzaville;CGO
jarosto01;Anthony;Jaros;2/21/1920;;
jianlyi01;Jianlian;Yi;10/27/1987;He Shan, Guang Dong;CHN
johnstr01;Clinton;Johnson;8/30/1984;Jackson;USA
jordade01;Hyland;Jordan;7/21/1988;Houston;USA
kelleke01;Kenneth;Keller;7/30/1925;;
kerrjo01;John;Kerr;8/17/1932;Chicago;USA
kirklwi01;Wilber;Kirkland;0000-00-00;;
knighbo01;Bobby;Knight;4/30/1929;Hartford;USA
kojisdo01;Donald;Kojis;1/15/1939;Milwaukee;USA
koufoko01;Kostantine;Koufos;2/24/1989;Canton;USA
kronto01;Thomas;Kron;2/20/1944;Tell City;USA
kurzro01;Robert;Kurz;3/5/1985;Philadelphia;USA
kutluib01;Ibrahim;Kutluay;1/7/1974;Istanbul;TUR
lacyed01;Edgar;Lacey;8/2/1944;Los Angeles;USA
langfke01;Andre;Langford;9/15/1983;Fort Worth;USA
lasmest01;Yann;Lasme;12/17/1982;Port Gentil;GAB
lawsoty01;Tywon;Lawson;11/3/1987;Clinton;USA
leedi01;Richard;Lee;0000-00-00;;
lofgrdo01;Donald;Lofgran;11/8/1929;Oakland;USA
lopezra01;Raul;Lopez Molist;4/15/1980;Vic;ESP
lujacal01;Aloysius;Lujack;10/5/1920;Connellsville;USA
lynamrb01;Robert;Lynam;0000-00-00;;
mangifr01;Francis;Mangiapane;8/21/1925;New York;USA
mannied01;Edward;Manning;1/2/1943;Summit;USA
martife01;Fernando;Martin Espina;3/25/1962;Madrid;ESP
mayooj01;Ovinton;Mayo;11/5/1987;Huntington ;USA
mcbrike01;Kenneth;McBride;5/23/1929;;
mccarho01;Howard;McCarty;0000-00-00;;
mcmulma01;Malcolm;McMullen;8/23/1927;Fostoria;USA
mcnabch01;Chester;McNabb;9/19/1920;;
mcrobjo01;Joshua;McRoberts;2/28/1987;Indianapolis;USA
miksial01;Alfonse;Miksis;7/7/1924;Chicago;USA
milescj01;Calvin;Miles;3/18/1987;Dallas;USA
moorela01;Lawrence;Moore;0000-00-00;;
mooreri01;Richard;Moore;0000-00-00;;
mulleby01;Byron;Mullens;2/14/1989;Canal Winchester;USA
navarju01;Juan;Navarro Feijoo;6/13/1980;Sant Feliu  de Llobregat;ESP
novakst01;Steven;Novak;6/13/1983;Libertyville;USA
odengr01;Gregory;Oden;1/22/1988;Buffalo;USA
ortizjo01;Jose;Ortiz Rijos;10/25/1963;Albonito;PUR
parksch01;Charles;Parks;0000-00-00;;
parksri01;Richard;Parks;10/26/1943;;
priceaj01;Anthony;Price;10/7/1986;Orange;USA
pruitga01;Gabriel;Pruitt;4/19/1986;Los Angeles;USA
putnado01;James;Putman;11/13/1922;Wray;USA
ramospe01;Peter;Ramos Fuentes;5/23/1985;Fajardo;PUR
ranzisa01;Samuel;Ranzino;6/23/1928;Gary;USA
reddofr01;Franklin;Reddout;0000-00-00;;
rivasra01;Ramon;Rivas Contreras;6/3/1966;Carolina;PUR
rodrise01;Sergio;Rodriguez Gomez;6/12/1986;Tenerife;ESP
rubiori01;Ricard;Rubio I Vives;10/21/1990;El Masnou, Barcelona;ESP
rulloje01;Generoso;Rullo;6/23/1922;;
sadowed01;Edward;Sadowski;7/11/1915;Bloomfield;USA
sambch01;Cheikh;Samb;10/22/1984;Dakar;SEN
santibo01;Robert;Santini;2/17/1932;Bronx;USA
sauldwo01;Woodrow;Sauldsberry;7/11/1935;Winnsboro;USA
schafbo01;Robert;Schafer;3/29/1933;;
scolalu01;Luis;Scola Balvoa;4/30/1980;Buenos Aires;ARG
shakumu01;Mustafadeen;Shakur;8/18/1984;Philadelphia;USA
smithgr02;Gregory;Smith;1/8/1991;Vallejo;USA
smithji01;James;Smith;4/12/1958;Cleveland;USA
smithjr01;Earl;Smith;9/9/1985;Freehold;USA
splitti01;Tiago;Splitter Beims;1/1/1985;Blumenau;BRA
spragbr01;Warren;Spraggins;0000-00-00;Williamsburg;USA
stagger01;James;Staggs;0000-00-00;Philadelphia;USA
strawdj01;Darryl;Strawberry;6/15/1985;New York;USA
sueseke01;Kenneth;Suesens;10/23/1916;Burlington;USA
swartda01;Daniel;Swartz;12/23/1931;Owingsville;USA
taylomi01;Michael;Taylor;1/21/1986;Chicago;USA
teaguje01;Jeffrey;Teague;6/10/1988;Indianapolis;USA
thomptr01;Howard;Thompkins;5/29/1990;Lithonia;USA
torreos01;Oscar;Torres Martinez;12/18/1976;Caracas;VEN
ukicro01;Roko;Ukic;5/12/1984;Split;CRO
uzohbe01;Benjamin;Uzoh;3/18/1988;Houston;USA
vasqugr01;Greivis;Vasquez Rodriguez;1/16/1987;Caracas;VEN
vincima01;Marcus;Vinicius;5/31/1984;Sao Paulo;BRA
walkebi01;William;Walker;10/9/1987;Huntington ;USA
walshdo01;Don;Walsh;0000-00-00;;
zhizhwa01;Wang;Zhizhi;7/8/1977;Beijing;CHN
warlebe01;Benjamin;Warley;2/4/1936;Washington;USA
washida01;Darius;Washington;12/6/1985;Winter Park;USA
watsocj01;Charles;Watson;4/17/1984;Las Vegas;USA
weemsso01;Clarence;Weems;7/8/1986;West Memphis;USA
wehrdi01;Richard;Wehr;12/9/1923;;
wertira01;Raymond;Wertis;7/30/1923;;
whitedj01;DeWayne;White;8/31/1986;Tuscaloosa;USA
wilfowi01;Alva;Wilfong;3/18/1932;Puxico;USA
willial01;Alfred;Williams;2/14/1948;Peoria;USA
willipe01;Robert;Williams;7/23/1963;Harbor City;USA
wilsoji01;James;Wilson;1/1/1948;;
youngni01;Nicholas;Young;6/1/1985;Los Angeles;USA
youngsa01;Samuel;Young;6/1/1985;Washington;USA
adamssp01;Glenn;Adams;4/4/1917;Carpentersville;USA
adamsne01;Howard;Adams;1/21/1919;El Paso;USA
adamsja01;Jack;Adams;9/27/1934;;
adamsra01;Raymond;Adams;0000-00-00;;
adamswi01;Willie;Adams;0000-00-00;;
ahearja01;John;Ahearn;0000-00-00;;
ajaxwa01;Warren;Ajax;5/12/1921;Minneapolis;USA
alexame01;Merle;Alexander;9/2/1907;Rushville;USA
alixlo01;Lou;Alix;0000-00-00;;
allaija01;Jack;Allain;12/9/1934;;
allenfr01;Francis;Allen;0000-00-00;Champaign;USA
alterch01;Leonard;Alterman;3/8/1922;;
alvaral01;Armando;Alvarez;10/5/1912;;ARG
alwinbo01;Robert;Alwin;8/12/1920;;
amsdera01;Ralph;Amsden;1/1/1917;;
anderar01;Art;Anderson;0000-00-00;(ht) Chicago;USA
anderbi01;Bill;Anderson;0000-00-00;;
anderca01;Carl;Anderson;0000-00-00;;
anderan03;Clarence;Anderson;0000-00-00;;
anderge01;Gene;Anderson;0000-00-00;;
anderge02;Gene;Anderson;0000-00-00;;
andreer01;Ernest;Andres;1/11/1918;Jeffersonville;USA
anthopa01;Paul;Anthony;0000-00-00;;
antoncl01;Clyde;Anton;0000-00-00;;
archige01;Gerald;Archibald;8/22/1907;;
ardonja01;Jaak;Ardon;10/13/1939;;EST
armstsc01;Scott;Armstrong;10/12/1913;;
arndtfr01;Fred;Arndt;0000-00-00;;
arnetbi01;Bill;Arnett;0000-00-00;;
arnzest01;Stanley;Arnzen;8/8/1914;;
athasal01;Alexander;Athas;10/6/1922;;
austica01;Carl;Austing;4/25/1910;;
baerca01;Carl;Baer;0000-00-00;(ht) Aliquippa;USA
bairdfr01;Frank;Baird;4/10/1912;;
bakerbo01;Bob;Baker;0000-00-00;;
bakerar01;Art;Bakeraitis;0000-00-00;;
ballhe01;Herbert;Ball;7/27/1918;;
barkefr01;Fred;Barker;0000-00-00;;
barlelo01;Louis;Barle;6/23/1916;Gilbert;USA
barnasa01;Samuel;Barnard;12/28/1937;Oshkosh;USA
barnesh01;Shannie;Barnett;2/8/1919;;
barnere01;Rex;Barney;12/19/1924;Omaha;USA
basicpe01;Pete;Basich;6/25/1915;;
battebu01;Virgil;Batterman;4/1/1918;Oshkosh;USA
beatyfr01;Frank;Beaty;0000-00-00;;
beckla01;Lawrence;Beck;0000-00-00;;
becketo01;Tom;Becker;0000-00-00;;
beerydo01;Don;Beery;0000-00-00;;
behrbi01;Bill;Behr;0000-00-00;;
bellby01;Byron;Bell;6/9/1914;Neenah;USA
bellira01;Raymond;Bellingham;10/29/1916;(ht) Wesleyville;USA
bennewe01;Talmadge;Bennett;3/31/1913;Nashville;USA
bensoal01;Al;Benson;0000-00-00;;
bensoca01;Calvin;Benson;0000-00-00;;
berbejo01;John;Berberich;4/8/1938;Los Angeles;USA
berenbe01;Bernard;Berens;2/26/1913;;
beretfr01;Fred;Beretta;0000-00-00;;
berryco01;Connie;Berry;4/19/1915;Spartanburg;USA
betoudo01;Donald;Betourne;2/27/1915;;
biancjo01;Johnny;Bianco;0000-00-00;;
biggsma01;Max;Biggs;0000-00-00;;
birkem01;Emmet;Birk;3/21/1914;Park River;USA
birrji01;James;Birr;8/22/1916;(ht) Indianapolis;USA
bishora01;Ralph;Bishop;10/1/1915;Brooklyn;USA
blackge01;Thermon;Blacklidge;3/19/1920;Moselle;USA
bloedch01;Charles;Bloedorn;5/28/1912;;USA
bloomke01;C.;Bloom;0000-00-00;;
bluebo01;Bob;Blue;0000-00-00;;
blyesy01;Sylvester;Blye;2/14/1938;;
boehlbr01;Bruce;Boehler;7/8/1917;Lorain;USA
bogdaed01;Ed;Bogdanski;0000-00-00;;
bolyabu01;Marvin;Bolyard;8/20/1937;;
bolyabo01;Robert;Bolyard;12/4/1920;;
bonnhe01;Herbert;Bonn;0000-00-00;;
bonnial01;Alfred;Bonniwell;10/6/1911;(ht) Philadelphia;USA
boris01;;Boris;0000-00-00;;
borresl01;Wallace;Borrevik;11/14/1921;;
bosakjo01;John;Bosak;0000-00-00;;
bosweso01;Wyatt;Boswell;0000-00-00;Greenville;USA
boudrlo01;Louis;Boudreau;7/17/1917;Harvey;USA
bowerha01;Harold;Bowers;0000-00-00;(ht) Knightstown;USA
bowmaar01;Art;Bowman;0000-00-00;;
branncl01;Clarence;Brannum;5/28/1926;Winfield;USA
brennir01;Irving;Brenner;5/31/1913;;
bristcl01;Clayton;Bristow;0000-00-00;;
brottdi01;Richard;Brott;9/19/1935;;
brownbi02;Bill;Brown;0000-00-00;;
brownge03;Eugene;Brown;11/13/1935;;
brownhi01;Hillery;Brown;7/30/1912;Chicago;USA
brownji02;Jim;Brown;0000-00-00;;
brownma02;Marshall;Brown;6/28/1918;Whitehouse;USA
brownro03;William;Brown;2/15/1925;;
brown01;;Brown;0000-00-00;;
brownbi01;Bill;Brownell;0000-00-00;;
brucejo01;John;Bruce;0000-00-00;;
bruchca01;Carl;Bruch;0000-00-00;;
bryanch01;Chester;Bryan;0000-00-00;;
buehlke01;Ken;Buehler;0000-00-00;;
burgefr01;Franklin;Burgess;3/9/1935;Eudora;USA
burksfr01;Frank;Burks;9/5/1939;Chicago;USA
bushge01;George;Bush;0000-00-00;;
bushje01;Gerard;Bush;9/6/1914;Brooklyn;USA
buthebo01;Bob;Butherus;0000-00-00;;
butlech01;Charles;Butler;0000-00-00;Chicago;USA
buttebi01;Bill;Butterfield;0000-00-00;;
cableso01;Howard;Cable;0000-00-00;;
calihbo01;Robert;Calihan;8/2/1918;Perry;USA
camicjo01;Joe;Camic;0000-00-00;;
campbke01;Albert;Campbell;0000-00-00;;
campbfr01;Fred;Campbell;0000-00-00;;
campied01;Ed;Campion;0000-00-00;;
careyke01;Keith;Carey;3/5/1920;;
carltle01;Leroy;Carlton;0000-00-00;;
carneda01;Daniel;Carnevale;2/8/1918;Buffalo;USA
carpto01;Anthony;Carp;3/2/1911;;
carswte01;Frank;Carswell;11/6/1919;Palestine;USA
cartehu01;Hugh;Carter;0000-00-00;;
catebu01;Buddy;Cate;0000-00-00;;
cathcji01;Jim;Cathcart;0000-00-00;;
chestge01;George;Chestnut;9/27/1911;Odon;USA
chmiemo01;William;Chmielewski;12/12/1941;;
chuckch01;Charles;Chuckovits;7/10/1912;Akron;USA
churcra01;Ralph;Churchfield;1/1/1918;;
cihlaha01;Harold;Cihlar;7/16/1914;;
cincejo01;Jon;Cincebox;12/12/1936;;
clarkbo01;Bob;Clarke;3/21/1939;;
cleardo01;Don;Cleary;0000-00-00;;
coferdo01;Doyle;Cofer;1/18/1923;Bruceville;USA
cohenje01;Jeffrey;Cohen;10/6/1939;Kenosha;USA
colbubo01;Robert;Colburn;3/23/1911;Lockland;USA
colemki01;Kelly;Coleman;9/21/1938;Wayland;USA
colempa01;Paul;Coleman;0000-00-00;;
colenma01;Marvin;Colen;3/8/1915;;
cominji01;Jim;Cominsky;0000-00-00;;
cookte01;Theodore;Cook;2/6/1922;Birmingham;USA
copebo01;Robert;Cope;0000-00-00;;
costaed01;Edric;Costain;11/4/1923;Wheeling;USA
coste01;;Costello;0000-00-00;;
cottobo01;Bob;Cotton;0000-00-00;;
covenbi01;Bill;Coven;0000-00-00;;
coxro01;Roy;Cox;0000-00-00;;
cramebi01;Bill;Cramer;0000-00-00;;
crowege01;George;Crowe;3/22/1921;Whiteland;USA
crowele01;Leo;Crowe;4/12/1912;Lafayette;USA
crowlki01;Kiernan;Crowley;0000-00-00;;
crumfr01;Fred;Crum;0000-00-00;;
cullema01;Marty;Cullen;0000-00-00;;
cumbedu01;Roscoe;Cumberland;0000-00-00;;
cunnico01;Harold;Cunningham;2/4/1905;Mt. Vernon;USA
curriji01;Jim;Currie;0000-00-00;;
curtich01;Charles;Curtis;10/22/1937;;
czarnwa01;Walt;Czarnecki;0000-00-00;;
dahlha01;Harold;Dahl;0000-00-00;;
dancked01;Edward;Dancker;3/14/1914;;
danieji01;James;Daniels;12/13/1935;;
danko01;;Danko;0000-00-00;;
davisdo01;Lowell;Davis;0000-00-00;;
